Data Medicao,TEMPERATURA MÁXIMA DIÁRIA (°C),VELOCIDADE MÁXIMA DO VENTO(m/s),"VENTO, RAJADA MAXIMA DIÁRIA(m/s)",PRECIPITACAO MÁXIMA(mm),RADIACAO GLOBAL MÁXIMA(Kj/m²)
2009-05-10,30.8,3.6,8.5,30.0,3222.013
2009-05-11,26.3,2.5,5.1,22.0,799.736
2009-05-12,30.1,2.4,5.2,1.2,3308.66
2009-05-13,30.4,3.2,6.7,3.0,3367.827
2009-05-14,31.0,2.6,5.5,1.2,3420.239
2009-05-15,30.7,2.5,7.8,0.8,3068.718
2009-05-16,27.8,2.7,6.8,13.2,1058.959
2009-05-17,30.5,3.2,7.5,1.8,3286.109
2009-05-18,29.9,4.7,11.0,7.2,2717.525
2009-05-19,29.3,2.9,7.3,8.6,2634.012
2009-05-20,30.2,4.6,9.7,0.2,3251.422
2009-05-21,29.3,2.5,6.8,7.0,2169.648
2009-05-22,27.4,5.5,12.1,10.8,1242.329
2009-05-23,26.5,4.1,8.7,20.2,1539.049
2009-05-24,28.7,3.2,7.3,18.0,1961.753
2009-05-25,30.6,3.3,5.8,2.4,3195.885
2009-05-26,25.6,2.7,6.2,7.2,624.311
2009-05-27,24.9,2.2,5.6,11.4,783.824
2009-05-28,29.3,4.2,8.9,0.0,2949.125
2009-05-29,29.9,3.1,7.1,2.0,2737.104
2009-05-30,29.9,3.4,10.1,1.4,2966.66
2009-05-31,29.7,4.1,9.8,1.0,3318.79
2009-06-01,27.5,2.6,6.0,15.6,1006.713
2009-06-02,30.0,2.9,6.6,1.8,3332.606
2009-06-03,29.4,2.8,6.8,1.2,2915.6
