Nome: JOAO PESSOA
Codigo Estacao: 82798
Latitude: -7.09527777
Longitude: -34.8486111
Altitude: 9.67
Situacao: Operante
Data Inicial: 2008-01-01
Data Final: 2013-12-31
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO AR - BULBO UMIDO, HORARIA(°C);VENTO, VELOCIDADE HORARIA(m/s);
2012-08-31;0000;0;25,2;22,1;2,5;
2012-08-31;1200;0;28;23,3;3,6;
2012-08-31;1800;0;28,2;22,6;4,6;
2012-09-01;0000;0;25;21,8;2,6;
2012-09-01;1200;4;23;22,4;2;
2012-09-01;1800;1,5;26,2;22,4;5;
2012-09-02;0000;0;24;22,4;1,6;
2012-09-02;1200;,1;26,2;23,2;4;
2012-09-02;1800;0;28;22,8;4;
2012-09-03;0000;0;25,2;21,6;3,3;
2012-09-03;1200;0;24,8;22,2;1,6;
2012-09-03;1800;0;28;23,5;5;
2012-09-04;0000;0;24,6;20,7;1,6;
2012-09-04;1200;,4;24,8;23,2;2,5;
2012-09-04;1800;0;27,6;23,2;3,8;
2012-09-05;0000;0;25,2;22,2;3,3;
2012-09-05;1200;4,8;23,6;23;2,6;
2012-09-05;1800;10,4;26,8;21,8;6;
2012-09-06;0000;,6;24;21,8;2,3;
2012-09-06;1200;,8;26,2;21,8;3,6;
2012-09-06;1800;0;26,4;22;2,6;
2012-09-07;0000;0;22,8;21;1,3;
2012-09-07;1200;0;27;22;3,1;
2012-09-07;1800;0;27,6;21,8;4,6;
2012-09-08;0000;0;25,6;21,2;3,3;
2012-09-08;1200;1,2;26,4;22,6;3,8;
2012-09-08;1800;0;27,8;23,5;5,3;
2012-09-09;0000;0;25,6;23;3,3;
2012-09-09;1200;,1;27,8;24,1;4,6;
2012-09-09;1800;0;27,6;23,7;5;
2012-09-10;0000;0;25,4;23;2;
2012-09-10;1200;0;28;23,3;3,6;
2012-09-10;1800;0;28;22,8;2,3;
2012-09-11;0000;0;25,6;22,8;2,5;
2012-09-11;1200;2,6;26,8;24,5;3,8;
2012-09-11;1800;2;27;23;3,8;
2012-09-12;0000;,2;26,6;23,7;1,6;
2012-09-12;1200;,3;26,6;24;3,3;
2012-09-12;1800;0;27,6;23,6;3,3;
2012-09-13;0000;0;25,6;22,8;3;
2012-09-13;1200;0;27,8;23,5;4,6;
2012-09-13;1800;0;27,6;23;3,6;
2012-09-14;0000;0;25,6;22,4;2;
2012-09-14;1200;0;27,8;22,6;3,3;
2012-09-14;1800;0;28,4;22,8;3,6;
2012-09-15;0000;0;25,4;22;2,5;
2012-09-15;1200;0;28;22,6;5;
2012-09-15;1800;0;28,6;23,3;5,3;
2012-09-16;0000;0;24,4;21,8;1,6;
2012-09-16;1200;1;27,2;23,5;3,6;
2012-09-16;1800;1,3;26;23,3;2,3;
2012-09-17;0000;0;25,8;22,8;3;
2012-09-17;1200;0;26,8;23,9;4,3;
2012-09-17;1800;3,6;25,8;24,1;3,6;
2012-09-18;0000;,4;25,2;23,3;2,3;
2012-09-18;1200;,2;26,2;23,5;3,5;
2012-09-18;1800;,4;28;23,5;3,6;
2012-09-19;0000;0;25,6;22,4;3,6;
2012-09-19;1200;0;27,8;23,3;4,1;
2012-09-19;1800;0;27,8;23;2,8;
2012-09-20;0000;0;25;22;2,1;
2012-09-20;1200;0;26,2;23,2;3,3;
2012-09-20;1800;0;27,8;23,4;2,5;
2012-09-21;0000;0;25,6;22,6;1,3;
2012-09-21;1200;0;28,2;23,5;2;
2012-09-21;1800;0;27,6;23,7;3,3;
2012-09-22;0000;0;26;23;2;
2012-09-22;1200;0;28,4;23,7;2;
2012-09-22;1800;0;28,2;23,5;2,6;
2012-09-23;0000;0;26,2;23,3;2,1;
2012-09-23;1200;0;28;23,7;2,5;
2012-09-23;1800;0;28,6;23,7;3,5;
2012-09-24;0000;0;26,2;22,4;3,3;
2012-09-24;1200;0;27,8;22,8;3,3;
2012-09-24;1800;0;28;22,2;5;
2012-09-25;0000;0;25,6;21,2;3,3;
2012-09-25;1200;0;27;23,3;3,6;
2012-09-25;1800;0;28;23,7;3,6;
2012-09-26;0000;0;25,4;23;2;
2012-09-26;1200;,8;28,4;24,1;2,3;
2012-09-26;1800;0;28,4;24,3;3,3;
2012-09-27;0000;0;26,2;23,7;2;
2012-09-27;1200;0;28,2;24,1;3,6;
2012-09-27;1800;0;27,8;23,9;3,3;
2012-09-28;0000;0;26;23;2,5;
2012-09-28;1200;0;28;23,4;3,8;
2012-09-28;1800;0;28;23,3;3;
2012-09-29;0000;0;25,6;22;3,6;
2012-09-29;1200;0;28;22;4,3;
2012-09-29;1800;0;28,2;22,4;4,3;
2012-09-30;0000;0;25;21,8;3;
2012-09-30;1200;0;28,2;22,4;3,3;
2012-09-30;1800;0;28;22,4;3;
2012-10-01;0000;0;25,2;21,8;2,8;
2012-10-01;1200;0;28,6;23,3;3,8;
2012-10-01;1800;0;28;23,3;5;
2012-10-02;0000;0;25,4;22;2,6;
2012-10-02;1200;4,2;23,4;22,6;3,3;
2012-10-02;1800;2,6;28,2;23,4;4,8;
2012-10-03;0000;0;25,8;23;2,6;
2012-10-03;1200;,4;28,4;24,3;3;
2012-10-03;1800;0;28;23,3;3,6;
2012-10-04;0000;0;25,8;22,4;2,3;
2012-10-04;1200;0;28;22,8;3,8;
2012-10-04;1800;0;27,8;22,4;4,1;
2012-10-05;0000;0;25,4;21;2,5;
2012-10-05;1200;0;26,6;22;3,6;
2012-10-05;1800;0;27,6;22,6;4,5;
2012-10-06;0000;0;25,8;21,8;3,3;
2012-10-06;1200;,4;28;23;3,8;
2012-10-06;1800;0;27,4;23,2;3,3;
2012-10-07;0000;0;26;23,3;3,3;
2012-10-07;1200;2,2;27,6;24,5;4,6;
2012-10-07;1800;0;27,2;23,5;4,6;
2012-10-08;0000;,8;25,4;22,6;3,6;
2012-10-08;1200;,2;26;22,4;3,5;
2012-10-08;1800;1,8;27,2;22,8;3;
2012-10-09;0000;0;25;21,8;3,3;
2012-10-09;1200;0;28,2;23,7;3,3;
2012-10-09;1800;0;28;23;4,6;
2012-10-10;0000;0;25,6;22,4;1,6;
2012-10-10;1200;0;28;23,9;2,5;
2012-10-10;1800;0;28,8;24,3;3,3;
2012-10-11;0000;4;24,6;23,3;2,6;
2012-10-11;1200;7;27,2;24,3;3,3;
2012-10-11;1800;0;27,8;24,1;2,6;
2012-10-12;0000;,3;26;23,7;2;
2012-10-12;1200;0;28,2;24,3;1,6;
2012-10-12;1800;,2;28;23,7;2,1;
2012-10-13;0000;0;26,2;23;2;
2012-10-13;1200;3,8;27,8;23,3;3,6;
2012-10-13;1800;0;27,8;22,6;2,6;
2012-10-14;0000;0;25,6;22;1,6;
2012-10-14;1200;,4;27,2;23,7;3;
2012-10-14;1800;,2;28;22,8;3,3;
2012-10-15;0000;,2;26;22,7;3,3;
2012-10-15;1200;0;27,8;23,7;3,3;
2012-10-15;1800;0;28,6;23,9;3;
2012-10-16;0000;0;26;23;3;
2012-10-16;1200;0;28,4;24,1;3,3;
2012-10-16;1800;0;28,4;24,3;3,5;
2012-10-17;0000;0;26,4;23,7;3,8;
2012-10-17;1200;0;28,2;24,3;4,6;
2012-10-17;1800;0;28,8;23,9;3,8;
2012-10-18;0000;0;26,2;22,9;2,5;
2012-10-18;1200;0;26,6;23,3;3;
2012-10-18;1800;0;28,2;23,9;3,3;
2012-10-19;0000;0;26,2;22,8;2,3;
2012-10-19;1200;0;29;24,5;3,6;
2012-10-19;1800;0;27,6;23,9;4,6;
2012-10-20;0000;0;26,2;23,3;3,3;
2012-10-20;1200;0;28,8;23,5;3,3;
2012-10-20;1800;0;28,6;23;3,5;
2012-10-21;0000;0;26;22,2;2,3;
2012-10-21;1200;1,2;28,4;23,7;3,3;
2012-10-21;1800;,2;25,8;23,3;4,5;
2012-10-22;0000;0;25,8;23,3;2;
2012-10-22;1200;0;29,2;23,3;3,3;
2012-10-22;1800;0;28;23,9;3,3;
2012-10-23;0000;0;26,4;24,1;3;
2012-10-23;1200;0;28,8;24,5;3;
2012-10-23;1800;0;29;23,9;4,3;
2012-10-24;0000;0;26;22,8;3;
2012-10-24;1200;0;26,4;24,5;2;
2012-10-24;1800;0;28,9;24,3;3;
2012-10-25;0000;0;26,2;23;3,6;
2012-10-25;1200;0;29,2;23,3;2,6;
2012-10-25;1800;0;28,8;23,5;5;
2012-10-26;0000;0;26,6;22,9;2,5;
2012-10-26;1200;0;28,8;23,7;3;
2012-10-26;1800;0;28,2;23,7;3,8;
2012-10-27;0000;0;26,6;23,3;3;
2012-10-27;1200;0;29,2;24,5;4,6;
2012-10-27;1800;0;28,8;23,9;4,3;
2012-10-28;0000;0;25,6;22,8;3;
2012-10-28;1200;,4;27,6;23,3;2,6;
2012-10-28;1800;0;28,2;23,3;2;
2012-10-29;0000;0;26;22;2,8;
2012-10-29;1200;0;28,2;23,3;2,1;
2012-10-29;1800;0;28,6;23,7;2,5;
2012-10-30;0000;0;26,2;23;1,6;
2012-10-30;1200;0;28,2;23,6;3;
2012-10-30;1800;0;29,2;24,4;3,3;
2012-10-31;0000;0;26,2;23,3;1,6;
2012-10-31;1200;0;28,8;23,9;2,3;
2012-10-31;1800;0;28,6;23,7;2,6;
2012-11-01;0000;0;26,2;23,3;1,6;
2012-11-01;1200;0;29,4;24,5;2;
2012-11-01;1800;0;28,6;24,1;2,5;
2012-11-02;0000;0;26,4;23,7;2,5;
2012-11-02;1200;0;29;24,1;3,1;
2012-11-02;1800;0;28,8;23,7;2,3;
2012-11-03;0000;0;26,4;23,6;1,6;
2012-11-03;1200;0;28,8;24,6;2,3;
2012-11-03;1800;0;29,2;25;1,6;
2012-11-04;0000;0;26,6;24,3;2;
2012-11-04;1200;0;29;24,5;3;
2012-11-04;1800;0;29;24,3;3;
2012-11-05;0000;0;26,4;23,3;1,6;
2012-11-05;1200;0;29,8;25,1;1,6;
2012-11-05;1800;0;28,6;24,3;2;
2012-11-06;0000;0;26,6;22,6;2;
2012-11-06;1200;0;29;23,3;3,8;
2012-11-06;1800;0;29,2;24,1;2,5;
2012-11-07;0000;0;26,8;23,3;1,6;
2012-11-07;1200;0;28,6;23,9;2;
2012-11-07;1800;0;28,2;23,7;3,3;
2012-11-08;0000;0;26,4;22,8;2,6;
2012-11-08;1200;0;26,2;23;1,6;
2012-11-08;1800;0;28,2;23,3;2,6;
2012-11-09;0000;0;26;22,6;1,6;
2012-11-09;1200;0;28,2;22,6;1,6;
2012-11-09;1800;0;28,8;23,5;2,3;
2012-11-10;0000;0;26,4;22,8;2;
2012-11-10;1200;0;28,2;23,3;2,3;
2012-11-10;1800;0;28,2;23;2,8;
2012-11-11;0000;0;26,4;22,3;1,6;
2012-11-11;1200;0;28,8;22,8;2,5;
2012-11-11;1800;0;29,4;24,1;3,3;
2012-11-12;0000;0;26,8;23,7;3,3;
2012-11-12;1200;0;30,2;23;3;
2012-11-12;1800;0;29,2;24,1;4,6;
2012-11-13;0000;0;26,6;23,3;2,6;
2012-11-13;1200;0;28,4;23,9;2;
2012-11-13;1800;,3;28,4;23,7;2,3;
2012-11-14;0000;0;26,2;22,8;2,1;
2012-11-14;1200;0;28,8;24,1;1,6;
2012-11-14;1800;0;28,4;23,9;3;
2012-11-15;0000;0;26,4;23,3;1,6;
2012-11-15;1200;,2;27,8;23,7;2;
2012-11-15;1800;,2;29;24,3;1,6;
2012-11-16;0000;0;26,2;23;1,6;
2012-11-16;1200;,1;28,8;24,7;2,6;
2012-11-16;1800;0;29,4;24,3;2,6;
2012-11-17;0000;0;26,8;23,7;1,3;
2012-11-17;1200;0;29,8;24,5;2;
2012-11-17;1800;0;29,2;24,3;2;
2012-11-18;0000;0;27;23,7;2;
2012-11-18;1200;0;29;24,7;2,3;
2012-11-18;1800;0;29,2;24,3;4,3;
2012-11-19;0000;0;26,8;23,9;2,5;
2012-11-19;1200;0;29,6;24,9;3,3;
2012-11-19;1800;0;29,6;24,8;3;
2012-11-20;0000;0;27;24,2;3,3;
2012-11-20;1200;0;29,2;25,1;3,6;
2012-11-20;1800;0;28,8;24,9;3;
2012-11-21;0000;0;26,8;23,5;1,3;
2012-11-21;1200;0;28,8;24,7;2;
2012-11-21;1800;,2;29;24,1;1,6;
2012-11-22;0000;0;26,8;23,3;2,1;
2012-11-22;1200;0;29,2;24,9;3,3;
2012-11-22;1800;0;29,4;24,3;3;
2012-11-23;0000;0;27;24,1;2;
2012-11-23;1200;0;28,6;24,6;3,3;
2012-11-23;1800;0;29,2;24,6;3,3;
2012-11-24;0000;0;26,8;23,7;3;
2012-11-24;1200;0;29,6;24,5;3;
2012-11-24;1800;0;29,4;24,5;3,3;
2012-11-25;0000;0;27;24,1;1,6;
2012-11-25;1200;0;29,6;24,9;2;
2012-11-25;1800;0;29;24,7;2;
2012-11-26;0000;0;27,2;24,1;1,6;
2012-11-26;1200;0;29,6;25,1;3,3;
2012-11-26;1800;0;29,2;24,7;2,8;
2012-11-27;0000;0;26,8;23,9;2;
2012-11-27;1200;0;29;24,5;2,3;
2012-11-27;1800;0;29,6;24,5;3,3;
2012-11-28;0000;0;26,6;23;2;
2012-11-28;1200;0;29,2;23,7;2,6;
2012-11-28;1800;0;28,6;24,5;2,6;
2012-11-29;0000;0;26,8;23,9;1,6;
2012-11-29;1200;0;28,4;24,3;2,6;
2012-11-29;1800;0;29,2;24,5;2,3;
2012-11-30;0000;0;26,8;23,5;1,6;
2012-11-30;1200;1;29,2;24,1;2,8;
2012-11-30;1800;,1;29;24,3;3;
2012-12-01;0000;,1;26,8;23,8;2;
2012-12-01;1200;,3;28,2;24,2;3;
2012-12-01;1800;0;29;24,5;3,3;
2012-12-02;0000;0;26,8;23,9;1,6;
2012-12-02;1200;1,6;28;24,7;3,3;
2012-12-02;1800;,8;26,8;24,9;1,6;
2012-12-03;0000;0;26,6;23,9;2;
2012-12-03;1200;0;28,2;24,1;2;
2012-12-03;1800;0;28,8;24,3;2,1;
2012-12-04;0000;0;26,8;23,5;2,1;
2012-12-04;1200;0;29;24,7;2,6;
2012-12-04;1800;0;28,8;24,5;3;
2012-12-05;0000;0;27;23,8;1,6;
2012-12-05;1200;0;28,2;24,5;3,3;
2012-12-05;1800;0;28,8;24;3;
2012-12-06;0000;0;26,8;23,5;2,6;
2012-12-06;1200;0;29,2;23,9;3,3;
2012-12-06;1800;0;29,6;24,3;3,3;
2012-12-07;0000;0;26,8;23,7;2,1;
2012-12-07;1200;0;29;24,3;2,3;
2012-12-07;1800;0;28,8;24,3;2,3;
2012-12-08;0000;0;27;23,7;2;
2012-12-08;1200;0;28,4;24,5;3,1;
2012-12-08;1800;0;28,6;24,5;3;
2012-12-09;0000;0;26,8;24,3;2;
2012-12-09;1200;0;29,2;24,7;2,6;
2012-12-09;1800;0;29,2;24,5;3;
2012-12-10;0000;0;26,8;23,7;1,3;
2012-12-10;1200;0;29,8;24,7;2,3;
2012-12-10;1800;0;29,2;24,9;2,1;
2012-12-11;0000;0;26,8;23,5;2,3;
2012-12-11;1200;0;29,8;24,7;2,3;
2012-12-11;1800;0;29,6;24,9;2,3;
2012-12-12;0000;0;27;23,9;2;
2012-12-12;1200;1,4;29,4;25,1;2,3;
2012-12-12;1800;0;28;24,5;3;
2012-12-13;0000;0;27;24,1;1,6;
2012-12-13;1200;0;29,4;24,9;2,3;
2012-12-13;1800;0;29,4;25,1;3,3;
2012-12-14;0000;0;27,2;23,9;2,3;
2012-12-14;1200;0;29,4;24,7;2,7;
2012-12-14;1800;0;29,4;25,1;3;
2012-12-15;0000;0;27,2;24,3;2,3;
2012-12-15;1200;0;27,8;25,1;2,3;
2012-12-15;1800;0;29;24,9;4,6;
2012-12-16;0000;0;27,2;23,7;3,3;
2012-12-16;1200;1;27,2;25,3;2;
2012-12-16;1800;2;29,2;24,7;2,3;
2012-12-17;0000;0;27;24,5;1,6;
2012-12-17;1200;0;29;24,1;3,3;
2012-12-17;1800;0;29,4;25,3;3;
2012-12-18;0000;0;27,2;24,5;2;
2012-12-18;1200;0;29,2;25,1;3,3;
2012-12-18;1800;0;29,2;25,3;3;
2012-12-19;0000;0;27,2;24,7;1,3;
2012-12-19;1200;0;29,2;25,1;2,3;
2012-12-19;1800;0;28,8;24,5;4;
2012-12-20;0000;0;27,2;24,1;2,8;
2012-12-20;1200;0;29,6;24,5;2,3;
2012-12-20;1800;0;29,7;24,3;3,3;
2012-12-21;0000;0;27,2;23,9;3;
2012-12-21;1200;0;29,6;24,7;3,6;
2012-12-21;1800;0;29,8;24,7;4;
2012-12-22;0000;0;27;24,1;2,3;
2012-12-22;1200;0;29,8;25,3;2,6;
2012-12-22;1800;0;29,8;25,1;3,3;
2012-12-23;0000;0;27,2;24,5;2,1;
2012-12-23;1200;0;29,6;24,9;3,1;
2012-12-23;1800;0;29,4;24,9;3,6;
2012-12-24;0000;0;27,2;24,3;2,8;
2012-12-24;1200;0;30,2;24,5;3,3;
2012-12-24;1800;0;29,2;24,1;3;
2012-12-25;0000;0;27;23,5;2;
2012-12-25;1200;0;29,4;24,1;2,3;
2012-12-25;1800;0;29,4;24,3;2;
2012-12-26;0000;0;27,6;24,3;1,8;
2012-12-26;1200;0;29,6;25,1;3,3;
2012-12-26;1800;0;29,4;24,3;3;
2012-12-27;0000;0;27,2;23,9;2;
2012-12-27;1200;,2;29,2;24,9;3,3;
2012-12-27;1800;0;29,6;25,3;3,3;
2012-12-28;0000;0;27,2;23,9;1,6;
2012-12-28;1200;0;29,6;25,3;2,6;
2012-12-28;1800;0;29,6;25,1;2,3;
2012-12-29;0000;0;27,6;24,7;2,5;
2012-12-29;1200;0;29,8;24,5;3,3;
2012-12-29;1800;0;29,6;24,7;3,3;
2012-12-30;0000;0;27,6;23,5;3,3;
2012-12-30;1200;0;29,8;24,7;3;
2012-12-30;1800;0;29,6;24,7;3,3;
2012-12-31;0000;0;27,4;24,3;2;
2012-12-31;1200;0;30;24,9;3;
2012-12-31;1800;0;29,4;24,7;3,6;
2013-01-01;0000;0;26,4;24,5;4,6;
2013-01-01;1200;1,3;28,4;24,7;3;
2013-01-01;1800;,2;28,6;24,7;3,3;
2013-01-02;0000;0;27,2;24,3;2,6;
2013-01-02;1200;1,8;28;25,3;2,3;
2013-01-02;1800;2,2;27,2;24,9;3,6;
2013-01-03;0000;9,2;26,6;24,3;3;
2013-01-03;1200;0;29,6;25,1;3,3;
2013-01-03;1800;0;29,6;25,1;3,3;
2013-01-04;0000;1,4;25,8;24,7;1,6;
2013-01-04;1200;3;29;25,3;3,3;
2013-01-04;1800;0;28,8;24,9;3,6;
2013-01-05;0000;0;27,4;24,5;2;
2013-01-05;1200;2,8;29,2;25,1;2,6;
2013-01-05;1800;0;29,6;24,9;2,5;
2013-01-06;0000;0;27,6;24,5;2,3;
2013-01-06;1200;0;30;24,7;3,6;
2013-01-06;1800;0;29,8;24,5;4,3;
2013-01-07;0000;0;27,2;24,3;3;
2013-01-07;1200;1;29,6;25,1;3,3;
2013-01-07;1800;0;29,6;25,3;3,3;
2013-01-08;0000;0;27,4;24,1;2,6;
2013-01-08;1200;,5;29,2;24,5;4,6;
2013-01-08;1800;0;29,4;24,7;4,1;
2013-01-09;0000;0;27,4;23,9;2;
2013-01-09;1200;0;29,4;24,9;3,3;
2013-01-09;1800;0;29,4;24,7;3,3;
2013-01-10;0000;0;27,4;23,9;2,6;
2013-01-10;1200;0;28,8;24,1;2,6;
2013-01-10;1800;0;29,4;24,3;3,5;
2013-01-11;0000;0;27,2;23,9;2,3;
2013-01-11;1200;0;29,6;24,7;3,3;
2013-01-11;1800;0;29,8;25,1;2,8;
2013-01-12;0000;0;27,6;24,3;2,3;
2013-01-12;1200;,4;27,6;24,9;4,5;
2013-01-12;1800;,7;30,2;25,3;5;
2013-01-13;0000;1,5;27;24,5;2,6;
2013-01-13;1200;,8;28,6;25,7;3,3;
2013-01-13;1800;0;29,8;26,1;3,6;
2013-01-14;0000;5;26;24,9;2,3;
2013-01-14;1200;2,2;28,2;25,3;3,6;
2013-01-14;1800;,2;27,8;24,5;2,3;
2013-01-15;0000;0;27,2;24,9;1,8;
2013-01-15;1200;0;28;24,9;2;
2013-01-15;1800;0;29,6;24,6;3,3;
2013-01-16;0000;0;27,2;24,5;2,3;
2013-01-16;1200;,3;29,6;25,5;3,3;
2013-01-16;1800;,3;29,8;25,7;3,3;
2013-01-17;0000;0;27,6;24,5;3;
2013-01-17;1200;0;30;25,3;2;
2013-01-17;1800;0;29,6;25,1;2,1;
2013-01-18;0000;0;28;25,1;2,6;
2013-01-18;1200;0;29,4;25,6;3;
2013-01-18;1800;0;30,2;26,1;2,1;
2013-01-19;0000;0;27,8;25,1;2;
2013-01-19;1200;16,2;29,4;25,7;1,6;
2013-01-19;1800;0;29,6;25,9;2,3;
2013-01-20;0000;0;27,8;25,1;1,6;
2013-01-20;1200;0;29,6;25,5;2,3;
2013-01-20;1800;0;29,8;25,5;2;
2013-01-21;0000;0;27,8;25,5;2;
2013-01-21;1200;,1;29;26,1;2,5;
2013-01-21;1800;0;29,6;26;3,3;
2013-01-22;0000;0;28;25,5;1,3;
2013-01-22;1200;0;29,8;24,7;2,3;
2013-01-22;1800;0;29,6;24,9;2,3;
2013-01-23;0000;0;27,6;23,7;2;
2013-01-23;1200;0;29,2;25,1;2,1;
2013-01-23;1800;0;29,6;24,9;2,3;
2013-01-24;0000;0;27,6;24,3;2;
2013-01-24;1200;0;29,4;24,8;2,5;
2013-01-24;1800;0;30;25;3,3;
2013-01-25;0000;0;27,6;23,9;1,3;
2013-01-25;1200;0;30;24,3;2,5;
2013-01-25;1800;0;29,8;24,3;2,6;
2013-01-26;0000;0;27,2;23,7;2;
2013-01-26;1200;0;30;24,5;2,6;
2013-01-26;1800;0;29,6;24,1;2,6;
2013-01-27;0000;0;27,9;23,7;2,5;
2013-01-27;1200;0;29,6;24,3;1,6;
2013-01-27;1800;0;30;24,2;1,6;
2013-01-28;0000;0;27,4;23,5;1,3;
2013-01-28;1200;0;30;24,5;3;
2013-01-28;1800;0;30;24,3;3;
2013-01-29;0000;0;27,4;23,7;2,5;
2013-01-29;1200;0;29,2;24,5;2,3;
2013-01-29;1800;0;30,2;25,3;2,3;
2013-01-30;0000;0;27,8;24,5;2,6;
2013-01-30;1200;,2;29,6;24,9;3,3;
2013-01-30;1800;0;30,2;24,9;3,3;
2013-01-31;0000;0;27,8;24,1;1,6;
2013-01-31;1200;0;30,2;24,9;3,3;
2013-01-31;1800;0;30,2;25,3;4,3;
2013-02-01;0000;0;27,4;23,9;1,6;
2013-02-01;1200;0;29,6;24,9;2,5;
2013-02-01;1800;0;29,8;24,7;3,3;
2013-02-02;0000;0;27,8;24,3;2,3;
2013-02-02;1200;0;29,4;25,1;3,3;
2013-02-02;1800;0;30;25,1;4,6;
2013-02-03;0000;0;28;24,9;3,3;
2013-02-03;1200;0;29,2;25,3;3,3;
2013-02-03;1800;0;30,6;24,7;4,6;
2013-02-04;0000;0;28;24,3;2,6;
2013-02-04;1200;0;30,2;25,1;3;
2013-02-04;1800;0;30,4;24,9;3,6;
2013-02-05;0000;0;27,8;23,9;1,6;
2013-02-05;1200;0;29,6;25,1;2,3;
2013-02-05;1800;0;30,2;25,2;4,1;
2013-02-06;0000;0;27,2;23,9;3,1;
2013-02-06;1200;0;29,8;25,3;3;
2013-02-06;1800;0;30,8;25,7;2,3;
2013-02-07;0000;0;27,8;24,5;2,6;
2013-02-07;1200;0;30;24,7;3;
2013-02-07;1800;0;30,6;25,5;3,5;
2013-02-08;0000;0;28,2;24,7;2,3;
2013-02-08;1200;0;30;25,6;3,3;
2013-02-08;1800;0;30,6;25,9;4,1;
2013-02-09;0000;0;28,2;25,1;4,1;
2013-02-09;1200;1;29,2;24,7;5;
2013-02-09;1800;0;30,4;25,3;4,3;
2013-02-10;0000;1,3;27,8;24,3;3,6;
2013-02-10;1200;0;28;24,9;1,6;
2013-02-10;1800;0;29,8;25,1;3,6;
2013-02-11;0000;0;27,2;24,7;2;
2013-02-11;1200;1;29,2;25,3;3,8;
2013-02-11;1800;0;30,4;25,3;5;
2013-02-12;0000;0;27,8;24,1;3,3;
2013-02-12;1200;0;29,2;24,9;3,6;
2013-02-12;1800;0;30,4;25,1;4,3;
2013-02-13;0000;0;28;24,5;2,6;
2013-02-13;1200;,4;30,2;24,9;3,3;
2013-02-13;1800;0;31,2;25,3;2,6;
2013-02-14;0000;0;28,2;24,9;2;
2013-02-14;1200;0;29,2;25,2;3,3;
2013-02-14;1800;0;30,6;25,5;3;
2013-02-15;0000;0;28;25,3;2,3;
2013-02-15;1200;0;30;24,7;3,3;
2013-02-15;1800;0;29,8;24,7;3,3;
2013-02-16;0000;0;28;24,5;2,6;
2013-02-16;1200;,4;30;25,1;2,6;
2013-02-16;1800;0;29,8;25,3;3;
2013-02-17;0000;0;27,6;24,5;2,3;
2013-02-17;1200;0;29,6;24,9;3,3;
2013-02-17;1800;0;30,8;25,7;3,3;
2013-02-18;0000;9,2;27,6;25,5;2,5;
2013-02-18;1200;9,4;24,6;24,3;2,3;
2013-02-18;1800;7,4;28,2;25,3;3,3;
2013-02-19;0000;0;27,4;24,3;2,6;
2013-02-19;1200;0;30;25,1;2,6;
2013-02-19;1800;0;30,2;24,5;3;
2013-02-20;0000;0;26,8;24,3;3,3;
2013-02-20;1200;3;29,4;24,9;2,3;
2013-02-20;1800;0;29,4;25,3;2,5;
2013-02-21;0000;,3;28;24,7;3,3;
2013-02-21;1200;,6;28,2;25,3;2,6;
2013-02-21;1800;4,8;30;25,3;3,6;
2013-02-22;0000;0;27,8;24,3;3,3;
2013-02-22;1200;0;30,2;25,1;2,6;
2013-02-22;1800;0;29,8;24,9;3,3;
2013-02-23;0000;0;27,8;24,1;2;
2013-02-23;1200;0;29,2;25,3;3;
2013-02-23;1800;0;30,4;25,6;3,3;
2013-02-24;0000;,1;28;24,7;3,3;
2013-02-24;1200;0;30,2;25,5;2,6;
2013-02-24;1800;0;29,6;25,3;3;
2013-02-25;0000;,4;27,8;24,3;2,3;
2013-02-25;1200;0;29;25,1;3;
2013-02-25;1800;0;30;24,9;3,3;
2013-02-26;0000;0;27,8;24,1;3,3;
2013-02-26;1200;0;30,2;25,3;4,1;
2013-02-26;1800;0;30,4;25,1;3,3;
2013-02-27;0000;0;27,8;24,6;2,5;
2013-02-27;1200;0;30,2;25,3;3;
2013-02-27;1800;0;30,4;25,3;2,3;
2013-02-28;0000;0;28;24,3;2,3;
2013-02-28;1200;0;29,2;25,6;3,3;
2013-02-28;1800;0;30,6;25,7;1,6;
2013-03-01;0000;0;28;24,7;2,5;
2013-03-01;1200;0;30,2;25,5;3;
2013-03-01;1800;,3;30,2;24,9;3,8;
2013-03-02;0000;0;28;25,1;3,3;
2013-03-02;1200;3;29,6;26,1;6;
2013-03-02;1800;0;29,6;25,5;4,6;
2013-03-03;0000;0;31;24,9;3,3;
2013-03-03;1200;0;29,6;25,3;3,6;
2013-03-03;1800;1,8;27,6;25,7;3;
2013-03-04;0000;5;25,6;24,9;1,6;
2013-03-04;1200;5,2;27;26,1;2,6;
2013-03-04;1800;0;29,8;26,3;2,3;
2013-03-05;0000;0;28,2;25,9;1,6;
2013-03-05;1200;0;30;25,9;3,6;
2013-03-05;1800;0;30;25,9;5;
2013-03-06;0000;0;28,2;25,3;3,3;
2013-03-06;1200;,4;29,6;25,6;3,3;
2013-03-06;1800;0;30,4;25,8;3;
2013-03-07;0000;0;28;24,9;3,3;
2013-03-07;1200;0;30;25,1;3,3;
2013-03-07;1800;0;29,6;24,6;3;
2013-03-08;0000;0;27,8;24,1;2,3;
2013-03-08;1200;0;29;25,1;2;
